dataset,method,fraction_kept,insertion,deletion
breast_cancer,PDP-var,0.375,0.9649122807017544,0.3684210526315789
breast_cancer,PDP-var,0.5,0.9649122807017544,0.3684210526315789
breast_cancer,PDP-var,0.625,0.9649122807017544,0.3684210526315789
breast_cancer,PDP-var,0.75,0.956140350877193,0.3684210526315789
breast_cancer,PDP-var,0.875,0.956140350877193,0.3684210526315789
breast_cancer,PDP-var,1.0,0.956140350877193,0.3684210526315789
breast_cancer,MI(pred),0.0,0.8245614035087719,0.9298245614035088
breast_cancer,MI(pred),0.125,0.8859649122807017,0.9210526315789473
breast_cancer,MI(pred),0.25,0.9122807017543859,0.9035087719298246
breast_cancer,MI(pred),0.375,0.9298245614035088,0.5789473684210527
breast_cancer,MI(pred),0.5,0.9210526315789473,0.5789473684210527
breast_cancer,MI(pred),0.625,0.9385964912280702,0.5789473684210527
breast_cancer,MI(pred),0.75,0.956140350877193,0.3684210526315789
breast_cancer,MI(pred),0.875,0.9473684210526315,0.3684210526315789
breast_cancer,MI(pred),1.0,0.956140350877193,0.3684210526315789
breast_cancer,MI(label),0.0,0.3684210526315789,0.9473684210526315
breast_cancer,MI(label),0.125,0.9035087719298246,0.9473684210526315
breast_cancer,MI(label),0.25,0.9035087719298246,0.9385964912280702
breast_cancer,MI(label),0.375,0.9298245614035088,0.5789473684210527
breast_cancer,MI(label),0.5,0.9210526315789473,0.5789473684210527
breast_cancer,MI(label),0.625,0.9298245614035088,0.5701754385964912
breast_cancer,MI(label),0.75,0.956140350877193,0.3684210526315789
breast_cancer,MI(label),0.875,0.956140350877193,0.3684210526315789
breast_cancer,MI(label),1.0,0.956140350877193,0.3684210526315789
breast_cancer,Surrogate-LR,0.0,0.5526315789473685,0.9298245614035088
breast_cancer,Surrogate-LR,0.125,0.8596491228070176,0.9122807017543859
breast_cancer,Surrogate-LR,0.25,0.8508771929824561,0.9298245614035088
breast_cancer,Surrogate-LR,0.375,0.9122807017543859,0.9122807017543859
breast_cancer,Surrogate-LR,0.5,0.9122807017543859,0.9035087719298246
breast_cancer,Surrogate-LR,0.625,0.9210526315789473,0.8771929824561403
breast_cancer,Surrogate-LR,0.75,0.9473684210526315,0.3684210526315789
breast_cancer,Surrogate-LR,0.875,0.956140350877193,0.3684210526315789
breast_cancer,Surrogate-LR,1.0,0.956140350877193,0.3684210526315789
retail_demand,ExCIR,0.0,0.39325742358891713,0.1070553214258465
retail_demand,ExCIR,0.125,0.39325742358891713,0.1070553214258465
retail_demand,ExCIR,0.25,0.39325742358891713,0.1070553214258465
retail_demand,ExCIR,0.375,0.39325742358891713,0.1070553214258465
retail_demand,ExCIR,0.5,0.4754476599048102,0.06934025870725613
retail_demand,ExCIR,0.625,0.4754476599048102,0.06934025870725613
retail_demand,ExCIR,0.75,0.529669129524428,0.0014900209799517672
retail_demand,ExCIR,0.875,0.529669129524428,0.0014900209799517672
retail_demand,ExCIR,1.0,0.8205032502036236,-0.4827267270519138
retail_demand,TreeGain,0.0,0.39325742358891713,0.1070553214258465
retail_demand,TreeGain,0.125,0.39325742358891713,0.1070553214258465
retail_demand,TreeGain,0.25,0.39325742358891713,0.1070553214258465
retail_demand,TreeGain,0.375,0.39325742358891713,0.1070553214258465
retail_demand,TreeGain,0.5,0.6701021713776116,-0.33452547837021984
retail_demand,TreeGain,0.625,0.6701021713776116,-0.33452547837021984
retail_demand,TreeGain,0.75,0.7357730573299168,-0.33599665819580116
retail_demand,TreeGain,0.875,0.7357730573299168,-0.33599665819580116
retail_demand,TreeGain,1.0,0.8205032502036236,-0.4827267270519138
retail_demand,PDP-var,0.0,0.39325742358891713,0.1070553214258465
retail_demand,PDP-var,0.125,0.39325742358891713,0.1070553214258465
retail_demand,PDP-var,0.25,0.39325742358891713,0.1070553214258465
retail_demand,PDP-var,0.375,0.39325742358891713,0.1070553214258465
retail_demand,PDP-var,0.5,0.6701021713776116,-0.33452547837021984
retail_demand,PDP-var,0.625,0.6701021713776116,-0.33452547837021984
retail_demand,PDP-var,0.75,0.757161230732659,-0.33856610406390963
retail_demand,PDP-var,0.875,0.757161230732659,-0.33856610406390963
retail_demand,PDP-var,1.0,0.8205032502036236,-0.4827267270519138
retail_demand,MI(pred),0.0,0.39325742358891713,0.1070553214258465
retail_demand,MI(pred),0.125,0.39325742358891713,0.1070553214258465
retail_demand,MI(pred),0.25,0.39325742358891713,0.1070553214258465
retail_demand,MI(pred),0.375,0.39325742358891713,0.1070553214258465
retail_demand,MI(pred),0.5,0.6701021713776116,-0.33452547837021984
retail_demand,MI(pred),0.625,0.6701021713776116,-0.33452547837021984
retail_demand,MI(pred),0.75,0.757161230732659,-0.33856610406390963
retail_demand,MI(pred),0.875,0.757161230732659,-0.33856610406390963
retail_demand,MI(pred),1.0,0.8205032502036236,-0.4827267270519138
retail_demand,MI(label),0.0,0.39325742358891713,0.1070553214258465
retail_demand,MI(label),0.125,0.39325742358891713,0.1070553214258465
retail_demand,MI(label),0.25,0.39325742358891713,0.1070553214258465
retail_demand,MI(label),0.375,0.39325742358891713,0.1070553214258465
retail_demand,MI(label),0.5,0.6701021713776116,-0.33452547837021984
retail_demand,MI(label),0.625,0.6701021713776116,-0.33452547837021984
retail_demand,MI(label),0.75,0.7357730573299168,-0.33599665819580116
retail_demand,MI(label),0.875,0.7357730573299168,-0.33599665819580116
retail_demand,MI(label),1.0,0.8205032502036236,-0.4827267270519138
retail_demand,Surrogate-LR,0.0,0.39325742358891713,0.1070553214258465
retail_demand,Surrogate-LR,0.125,0.39325742358891713,0.1070553214258465
retail_demand,Surrogate-LR,0.25,0.39325742358891713,0.1070553214258465
retail_demand,Surrogate-LR,0.375,0.39325742358891713,0.1070553214258465
retail_demand,Surrogate-LR,0.5,0.6701021713776116,-0.33452547837021984
retail_demand,Surrogate-LR,0.625,0.6701021713776116,-0.33452547837021984
retail_demand,Surrogate-LR,0.75,0.757161230732659,-0.33856610406390963
retail_demand,Surrogate-LR,0.875,0.757161230732659,-0.33856610406390963
retail_demand,Surrogate-LR,1.0,0.8205032502036236,-0.4827267270519138
traffic_flow,ExCIR,0.0,-0.0942147280525576,0.9108608814784664
traffic_flow,ExCIR,0.125,-0.0942147280525576,0.9108608814784664
traffic_flow,ExCIR,0.25,-0.0942147280525576,0.9108608814784664
traffic_flow,ExCIR,0.375,-0.0942147280525576,0.9108608814784664
traffic_flow,ExCIR,0.5,-0.0942147280525576,0.9108608814784664
traffic_flow,ExCIR,0.625,-0.0942147280525576,0.9108608814784664
traffic_flow,ExCIR,0.75,-0.039579373803040774,0.9095454680723195
traffic_flow,ExCIR,0.875,-0.039579373803040774,0.9095454680723195
traffic_flow,ExCIR,1.0,0.9644495376192674,-0.04260776016022594
traffic_flow,TreeGain,0.0,0.9095454680723195,-0.039579373803040774
traffic_flow,TreeGain,0.125,0.9095454680723195,-0.039579373803040774
traffic_flow,TreeGain,0.25,0.9095454680723195,-0.039579373803040774
traffic_flow,TreeGain,0.375,0.9095454680723195,-0.039579373803040774
traffic_flow,TreeGain,0.5,0.9095454680723195,-0.039579373803040774
traffic_flow,TreeGain,0.625,0.9095454680723195,-0.039579373803040774
traffic_flow,TreeGain,0.75,0.948097337640154,-0.009819054400777905
traffic_flow,TreeGain,0.875,0.948097337640154,-0.009819054400777905
traffic_flow,TreeGain,1.0,0.9644495376192674,-0.04260776016022594
traffic_flow,PDP-var,0.0,0.9095454680723195,-0.039579373803040774
traffic_flow,PDP-var,0.125,0.9095454680723195,-0.039579373803040774
traffic_flow,PDP-var,0.25,0.9095454680723195,-0.039579373803040774
traffic_flow,PDP-var,0.375,0.9095454680723195,-0.039579373803040774
traffic_flow,PDP-var,0.5,0.9095454680723195,-0.039579373803040774
traffic_flow,PDP-var,0.625,0.9095454680723195,-0.039579373803040774
traffic_flow,PDP-var,0.75,0.948097337640154,-0.009819054400777905
traffic_flow,PDP-var,0.875,0.948097337640154,-0.009819054400777905
traffic_flow,PDP-var,1.0,0.9644495376192674,-0.04260776016022594
traffic_flow,MI(pred),0.0,0.9095454680723195,-0.039579373803040774
traffic_flow,MI(pred),0.125,0.9095454680723195,-0.039579373803040774
traffic_flow,MI(pred),0.25,0.9095454680723195,-0.039579373803040774
traffic_flow,MI(pred),0.375,0.9095454680723195,-0.039579373803040774
traffic_flow,MI(pred),0.5,0.9095454680723195,-0.039579373803040774
traffic_flow,MI(pred),0.625,0.9095454680723195,-0.039579373803040774
traffic_flow,MI(pred),0.75,0.9108608814784664,-0.0942147280525576
traffic_flow,MI(pred),0.875,0.9108608814784664,-0.0942147280525576
traffic_flow,MI(pred),1.0,0.9644495376192674,-0.04260776016022594
traffic_flow,MI(label),0.0,0.9095454680723195,-0.039579373803040774
traffic_flow,MI(label),0.125,0.9095454680723195,-0.039579373803040774
traffic_flow,MI(label),0.25,0.9095454680723195,-0.039579373803040774
traffic_flow,MI(label),0.375,0.9095454680723195,-0.039579373803040774
traffic_flow,MI(label),0.5,0.9095454680723195,-0.039579373803040774
traffic_flow,MI(label),0.625,0.9095454680723195,-0.039579373803040774
traffic_flow,MI(label),0.75,0.948097337640154,-0.009819054400777905
traffic_flow,MI(label),0.875,0.948097337640154,-0.009819054400777905
traffic_flow,MI(label),1.0,0.9644495376192674,-0.04260776016022594
traffic_flow,Surrogate-LR,0.0,0.9095454680723195,-0.039579373803040774
traffic_flow,Surrogate-LR,0.125,0.9095454680723195,-0.039579373803040774
traffic_flow,Surrogate-LR,0.25,0.9095454680723195,-0.039579373803040774
traffic_flow,Surrogate-LR,0.375,0.9095454680723195,-0.039579373803040774
traffic_flow,Surrogate-LR,0.5,0.9095454680723195,-0.039579373803040774
traffic_flow,Surrogate-LR,0.625,0.9095454680723195,-0.039579373803040774
traffic_flow,Surrogate-LR,0.75,0.948097337640154,-0.009819054400777905
traffic_flow,Surrogate-LR,0.875,0.948097337640154,-0.009819054400777905
traffic_flow,Surrogate-LR,1.0,0.9644495376192674,-0.04260776016022594
energy_consumption,ExCIR,0.0,0.12231175288575225,0.355409226158379
energy_consumption,ExCIR,0.125,0.12231175288575225,0.355409226158379
energy_consumption,ExCIR,0.25,0.12231175288575225,0.355409226158379
energy_consumption,ExCIR,0.375,0.12231175288575225,0.355409226158379
energy_consumption,ExCIR,0.5,0.4962006906782981,0.14557947603052546
energy_consumption,ExCIR,0.625,0.4962006906782981,0.14557947603052546
energy_consumption,ExCIR,0.75,0.666104433564234,-0.08034697474986663
energy_consumption,ExCIR,0.875,0.666104433564234,-0.08034697474986663
energy_consumption,ExCIR,1.0,0.7553309771078217,-0.08381410041465864
energy_consumption,TreeGain,0.0,0.12231175288575225,0.355409226158379
energy_consumption,TreeGain,0.125,0.12231175288575225,0.355409226158379
energy_consumption,TreeGain,0.25,0.12231175288575225,0.355409226158379
energy_consumption,TreeGain,0.375,0.12231175288575225,0.355409226158379
energy_consumption,TreeGain,0.5,0.3603357204002918,0.21015956731002228
energy_consumption,TreeGain,0.625,0.3603357204002918,0.21015956731002228
energy_consumption,TreeGain,0.75,0.666104433564234,-0.08034697474986663
energy_consumption,TreeGain,0.875,0.666104433564234,-0.08034697474986663
energy_consumption,TreeGain,1.0,0.7553309771078217,-0.08381410041465864
energy_consumption,PDP-var,0.0,0.12231175288575225,0.355409226158379
energy_consumption,PDP-var,0.125,0.12231175288575225,0.355409226158379
energy_consumption,PDP-var,0.25,0.12231175288575225,0.355409226158379
energy_consumption,PDP-var,0.375,0.12231175288575225,0.355409226158379
energy_consumption,PDP-var,0.5,0.4962006906782981,0.14557947603052546
energy_consumption,PDP-var,0.625,0.4962006906782981,0.14557947603052546
energy_consumption,PDP-var,0.75,0.666104433564234,-0.08034697474986663
energy_consumption,PDP-var,0.875,0.666104433564234,-0.08034697474986663
energy_consumption,PDP-var,1.0,0.7553309771078217,-0.08381410041465864
energy_consumption,MI(pred),0.0,0.12231175288575225,0.355409226158379
energy_consumption,MI(pred),0.125,0.12231175288575225,0.355409226158379
energy_consumption,MI(pred),0.25,0.12231175288575225,0.355409226158379
energy_consumption,MI(pred),0.375,0.12231175288575225,0.355409226158379
energy_consumption,MI(pred),0.5,0.4962006906782981,0.14557947603052546
energy_consumption,MI(pred),0.625,0.4962006906782981,0.14557947603052546
energy_consumption,MI(pred),0.75,0.666104433564234,-0.08034697474986663
energy_consumption,MI(pred),0.875,0.666104433564234,-0.08034697474986663
energy_consumption,MI(pred),1.0,0.7553309771078217,-0.08381410041465864
energy_consumption,MI(label),0.0,0.12231175288575225,0.355409226158379
energy_consumption,MI(label),0.125,0.12231175288575225,0.355409226158379
energy_consumption,MI(label),0.25,0.12231175288575225,0.355409226158379
energy_consumption,MI(label),0.375,0.12231175288575225,0.355409226158379
energy_consumption,MI(label),0.5,0.4962006906782981,0.14557947603052546
energy_consumption,MI(label),0.625,0.4962006906782981,0.14557947603052546
energy_consumption,MI(label),0.75,0.666104433564234,-0.08034697474986663
energy_consumption,MI(label),0.875,0.666104433564234,-0.08034697474986663
energy_consumption,MI(label),1.0,0.7553309771078217,-0.08381410041465864
energy_consumption,Surrogate-LR,0.0,0.12231175288575225,0.355409226158379
energy_consumption,Surrogate-LR,0.125,0.12231175288575225,0.355409226158379
energy_consumption,Surrogate-LR,0.25,0.12231175288575225,0.355409226158379
energy_consumption,Surrogate-LR,0.375,0.12231175288575225,0.355409226158379
energy_consumption,Surrogate-LR,0.5,0.4962006906782981,0.14557947603052546
energy_consumption,Surrogate-LR,0.625,0.4962006906782981,0.14557947603052546
energy_consumption,Surrogate-LR,0.75,0.666104433564234,-0.08034697474986663
energy_consumption,Surrogate-LR,0.875,0.666104433564234,-0.08034697474986663
energy_consumption,Surrogate-LR,1.0,0.7553309771078217,-0.08381410041465864
